"","Sample.Number","Date.Submitted","Analysis..Lead.","Lead..ppb.","Analysis..Copper.","Copper..ppb.","Street..","Street.Name","City","Zip.Code","lead.ppb","copper.ppb","addresses","lon","lat","address"
"488","LG03751","1/25/2016","Lead","10","Copper","170","1325","COPEMAN BLVD","FLINT","48504",10,170,"1325 COPEMAN BLVD, Flint MI, 48504",-83.7221,43.031951,"1325 copeman blvd, flint, mi 48504, usa"
"489","LG04072","1/26/2016","Lead","10","Copper","140","3411","WESTWOOD PARKWAY","FLINT","48503",10,140,"3411 WESTWOOD PARKWAY, Flint MI, 48503",-83.72986,42.99083,"3411 westwood pkwy, flint, mi 48503, usa"
"490","LG04221","1/26/2016","Lead","10","Copper","0","2309","ADAMS AVE","FLINT","48505",10,0,"2309 ADAMS AVE, Flint MI, 48505",-83.703682,43.037829,"2309 adams ave, flint, mi 48505, usa"
"491","LG04379","1/26/2016","Lead","10","Copper","110","136","PINE BLUFF","FLINT","48504",10,110,"136 PINE BLUFF, Flint MI, 48504",-83.7590354,43.0723792,"136 pine bluff, flint, mi 48504, usa"
"492","LG04399","1/26/2016","Lead","10","Copper","0","2314","DELNAR ST","FLINT","48505",10,0,"2314 DELNAR ST, Flint MI, 48505",-83.721277,43.037272,"2314 delmar ave, flint, mi 48504, usa"
"493","LG04535","1/26/2016","Lead","10","Copper","0","140","E TOBIAS","FLINT","48503",10,0,"140 E TOBIAS, Flint MI, 48503",-83.676166,42.9987009,"140 e tobias st, flint, mi 48503, usa"
"494","LG04586","1/26/2016","Lead","10","Copper","0","1025","BLANCHARD AVE","FLINT","48503",10,0,"1025 BLANCHARD AVE, Flint MI, 48503",-83.6671,43.01627,"1025 blanchard ave, flint, mi 48503, usa"
"495","LG05043","1/27/2016","Lead","10","Copper","2,490","2142","BRIAR HILL RD","FLINT","48503",10,2490,"2142 BRIAR HILL RD, Flint MI, 48503",-83.726183,42.990018,"2142 briar hill rd, flint, mi 48503, usa"
"496","LG05306","1/27/2016","Lead","10","Copper","0","613","E ATHERTON RD","FLINT","48507",10,0,"613 E ATHERTON RD, Flint MI, 48507",-83.66252,42.989448,"613 e atherton rd, flint, mi 48507, usa"
"497","LG05442","1/28/2016","Lead","10","Copper","140","717","ST CLAIR","FLINT","48504",10,140,"717 ST CLAIR, Flint MI, 48504",-83.716979,43.01343,"717 st clair st, flint, mi 48504, usa"
"498","LG06082","1/29/2016","Lead","10","Copper","0","806","CLINTON ST","FLINT","48507",10,0,"806 CLINTON ST, Flint MI, 48507",-83.6883749,42.985321,"806 clinton st, flint, mi 48507, usa"
"499","LF85949","10/2/2015","Lead","9","Copper","170","927","KENSINGTON AVE","FLINT","48503",9,170,"927 KENSINGTON AVE, Flint MI, 48503",-83.665975,43.017381,"927 kensington ave, flint, mi 48503, usa"
"500","LF85956","10/2/2015","Lead","9","Copper","70","1205","BLANCHARD","FLINT","48503",9,70,"1205 BLANCHARD, Flint MI, 48503",-83.667043,43.015142,"1205 blanchard ave, flint, mi 48503, usa"
"501","LF87060","10/8/2015","Lead","9","Copper","0","3917","RED ARROW RD","FLINT","48507",9,0,"3917 RED ARROW RD, Flint MI, 48507",-83.671061,42.987711,"3917 red arrow rd, flint, mi 48507, usa"
"502","LF87065","10/8/2015","Lead","9","Copper","0","1808","CRESTBROOK","FLINT","",9,0,"1808 CRESTBROOK, Flint MI, ",-83.7016398,42.985604,"1808 crestbrook ln, flint, mi 48507, usa"
"503","LF88963","10/26/2015","Lead","9","Copper","250","1421","UNIVERSITY AVE","FLINT","48504",9,250,"1421 UNIVERSITY AVE, Flint MI, 48504",-83.7091953,43.0146196,"1421 university ave, flint, mi 48504, usa"
"504","LF93553","11/24/2015","Lead","9","Copper","0","318","BUCKINGHAM #4","FLINT","48507",9,0,"318 BUCKINGHAM #4, Flint MI, 48507",-81.3496259,41.3200961,"318 buckingham, aurora, oh 44202, usa"
"505","LF95915","12/10/2015","Lead","9","Copper","0","2013","E COURT ST","FLINT","48503",9,0,"2013 E COURT ST, Flint MI, 48503",-83.663044,43.018581,"2013 e court st, flint, mi 48503, usa"
"506","LF97342","12/18/2015","Lead","9","Copper","150","415","W 2ND STREET","FLINT","",9,150,"415 W 2ND STREET, Flint MI, ",-83.694154,43.012706,"415 w 2nd st, flint, mi 48503, usa"
"507","LF97922","12/29/2015","Lead","9","Copper","210","1201","N GRAND TRAVERSE","FLINT","48503",9,210,"1201 N GRAND TRAVERSE, Flint MI, 48503",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"508","LF97946","12/29/2015","Lead","9","Copper","930","1201","N GRAND TRAVERSE O","FLINT","",9,930,"1201 N GRAND TRAVERSE O, Flint MI, ",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"509","LF99169","1/7/2016","Lead","9","Copper","80","515","W WITHERBEE ST","FLINT","",9,80,"515 W WITHERBEE ST, Flint MI, ",-83.7114749,43.03511,"515 w witherbee st, flint, mi 48503, usa"
"510","LF99202","1/7/2016","Lead","9","Copper","5,430","1201","N GRAND TRAVERSE","FLINT","",9,5430,"1201 N GRAND TRAVERSE, Flint MI, ",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"511","LF99968","1/15/2016","Lead","9","Copper","0","1846","BARKS ST","FLINT","48503",9,0,"1846 BARKS ST, Flint MI, 48503",-83.66113,43.007827,"1846 barks st, flint, mi 48503, usa"
"512","LG00622","1/19/2016","Lead","9","Copper","0","2422","N VERNON AVE","FLINT","48506",9,0,"2422 N VERNON AVE, Flint MI, 48506",-83.661989,43.038033,"2422 n vernon ave, flint, mi 48506, usa"
"513","LG00894","1/20/2016","Lead","9","Copper","280","1718","NEBRASKA AVE","FLINT","48506",9,280,"1718 NEBRASKA AVE, Flint MI, 48506",-83.666855,43.026945,"1718 nebraska ave, flint, mi 48506, usa"
"514","LG00921","1/20/2016","Lead","9","Copper","60","1039","EDITH AVE","FLINT","48507",9,60,"1039 EDITH AVE, Flint MI, 48507",-83.694602,42.992168,"1039 edith ave, flint, mi 48507, usa"
"515","LG01344","1/21/2016","Lead","9","Copper","200","2644","CLIO RD","FLINT","48504",9,200,"2644 CLIO RD, Flint MI, 48504",-83.73246,43.0404369,"2644 clio rd, flint, mi 48504, usa"
"516","LG01612","1/21/2016","Lead","9","Copper","120","1008","WOODSIDE DR","FLINT","48503",9,120,"1008 WOODSIDE DR, Flint MI, 48503",-83.671683,43.017028,"1008 woodside dr, flint, mi 48503, usa"
"517","LG01928","1/21/2016","Lead","9","Copper","0","1233","WASHINGTON AVE","FLINT","48503",9,0,"1233 WASHINGTON AVE, Flint MI, 48503",-83.677967,43.029292,"1233 washington ave, flint, mi 48503, usa"
"518","LG01933","1/21/2016","Lead","9","Copper","60","3717","JOAL LN","FLINT","48506",9,60,"3717 JOAL LN, Flint MI, 48506",-83.639634,43.04919,"3717 joal ln, flint, mi 48506, usa"
"519","LG02142","1/21/2016","Lead","9","Copper","0","2058","CARTIER STREET","FLINT","48504",9,0,"2058 CARTIER STREET, Flint MI, 48504",-83.718464,43.014838,"2058 cartier st, flint, mi 48504, usa"
"520","LG02434","1/22/2016","Lead","9","Copper","80","3601","DRACEY LANE","FLINT","48506",9,80,"3601 DRACEY LANE, Flint MI, 48506",-83.63825,43.047513,"3601 darcey ln, flint, mi 48506, usa"
"521","LG02500","1/22/2016","Lead","9","Copper","70","2730","N CHEVROLET AVE","FLINT","***",9,70,"2730 N CHEVROLET AVE, Flint MI, ***",-83.715788,43.041248,"2730 n chevrolet ave, flint, mi 48504, usa"
"522","LG02505","1/22/2016","Lead","9","Copper","230","3131","PROSPECT ST","FLINT","48504",9,230,"3131 PROSPECT ST, Flint MI, 48504",-83.734672,43.03027,"3131 prospect st, flint, mi 48504, usa"
"523","LG02511","1/22/2016","Lead","9","Copper","110","2102","HILLS ST","FLINT","48503",9,110,"2102 HILLS ST, Flint MI, 48503",-83.662367,43.016701,"2102 hills st, flint, mi 48503, usa"
"524","LG02878","1/23/2016","Lead","9","Copper","0","2909","REYNOLDS ST","FLINT","48503",9,0,"2909 REYNOLDS ST, Flint MI, 48503",-83.726547,43.003048,"2909 reynolds st, flint, mi 48503, usa"
"525","LG02926","1/23/2016","Lead","9","Copper","170","2115","CARTIER","FLINT","48504",9,170,"2115 CARTIER, Flint MI, 48504",-83.720386,43.015299,"2115 cartier st, flint, mi 48504, usa"
"526","LG02955","1/23/2016","Lead","9","Copper","0","1806","OKLAHOMA AVE","FLINT","48506",9,0,"1806 OKLAHOMA AVE, Flint MI, 48506",-83.666651,43.041979,"1806 oklahoma ave, flint, mi 48506, usa"
"527","LG03562","1/25/2016","Lead","9","Copper","170","3402","WESTWOOD PKWY","FLINT","48503",9,170,"3402 WESTWOOD PKWY, Flint MI, 48503",-83.729263,42.9917749,"3402 westwood pkwy, flint, mi 48503, usa"
"528","LG03576","1/25/2016","Lead","9","Copper","0","630","W. KEARSLEY ST","FLINT","48503",9,0,"630 W. KEARSLEY ST, Flint MI, 48503",-83.6981619,43.0141402,"630 w kearsley st, flint, mi 48503, usa"
"529","LG03706","1/25/2016","Lead","9","Copper","160","2547","NORBERT ST","FLINT","48504",9,160,"2547 NORBERT ST, Flint MI, 48504",-83.728413,43.018395,"2547 norbert st, flint, mi 48504, usa"
"530","LG03747","1/25/2016","Lead","9","Copper","0","1615","DURAND ST","FLINT","",9,0,"1615 DURAND ST, Flint MI, ",-83.711846,43.001009,"1615 durand st, flint, mi 48503, usa"
"531","LG03817","1/25/2016","Lead","9","Copper","100","339","FERNDALE PL","FLINT","48503",9,100,"339 FERNDALE PL, Flint MI, 48503",-83.728635,43.012506,"339 ferndale pl, flint, mi 48503, usa"
"532","LG04089","1/26/2016","Lead","9","Copper","90","1814","BAYBERRY LN","FLINT","",9,90,"1814 BAYBERRY LN, Flint MI, ",-83.705287,42.991369,"1814 bayberry ln, flint, mi 48507, usa"
"533","LG04090","1/26/2016","Lead","9","Copper","50","831","CORNEILIA ST","FLINT","48503",9,50,"831 CORNEILIA ST, Flint MI, 48503",-83.6896285,43.0275742,"831 cornelia st, flint, mi 48503, usa"
"534","LG04188","1/26/2016","Lead","9","Copper","210","929","SCOTT","FLINT","48503",9,210,"929 SCOTT, Flint MI, 48503",-83.69913,43.009907,"929 scott st, flint, mi 48503, usa"
"535","LG04542","1/26/2016","Lead","9","Copper","50","1829","WINDSOR LN","FLINT","48507",9,50,"1829 WINDSOR LN, Flint MI, 48507",-83.7096464,42.9861216,"1829 windsor ln, flint, mi 48507, usa"
"536","LG04545","1/26/2016","Lead","9","Copper","0","4626","MILTON DR","FLINT","48507",9,0,"4626 MILTON DR, Flint MI, 48507",-83.670883,42.984682,"4626 milton dr, flint, mi 48507, usa"
"537","LG04830","1/27/2016","Lead","9","Copper","340","4212","TRUMBULL","FLINT","",9,340,"4212 TRUMBULL, Flint MI, ",-83.724206,43.052967,"4212 trumbull dr, flint, mi 48504, usa"
"538","LG04906","1/27/2016","Lead","9","Copper","330","3900","HAMMERBERG RD OFC 340","FLINT","48507",9,330,"3900 HAMMERBERG RD OFC 340, Flint MI, 48507",-83.7517851,42.9753551,"flint, mi 48507, usa"
"539","LG05024","1/27/2016","Lead","9","Copper","540","4110","CIRCLE DR","FLINT","48507",9,540,"4110 CIRCLE DR, Flint MI, 48507",-83.6652469,42.98615,"4110 circle dr, flint, mi 48507, usa"
"540","LG05057","1/27/2016","Lead","9","Copper","0","601","WELLER ST","FLINT","48504",9,0,"601 WELLER ST, Flint MI, 48504",-83.723688,43.018475,"601 weller st, flint, mi 48504, usa"
"541","LG05157","1/27/2016","Lead","9","Copper","170","620","THAYER ST","FLINT","48503",9,170,"620 THAYER ST, Flint MI, 48503",-83.70401,43.00794,"620 thayer st, flint, mi 48503, usa"
"542","LG05242","1/27/2016","Lead","9","Copper","0","","","","",9,0," , Flint MI, ",-83.6874562,43.0125274,"flint, mi, usa"
"543","LG05465","1/28/2016","Lead","9","Copper","0","2826","LAPEER RD","","48503",9,0,"2826 LAPEER RD, Flint MI, 48503",-83.6564,43.009285,"2826 lapeer rd, flint, mi 48503, usa"
"544","LG05577","1/28/2016","Lead","9","Copper","80","814","DELL AVE","FLINT","48507",9,80,"814 DELL AVE, Flint MI, 48507",-83.658994,42.984075,"814 dell ave, flint, mi 48507, usa"
"545","LG05639","1/28/2016","Lead","9","Copper","0","2016","GILMARTIN ST","FLINT","48503",9,0,"2016 GILMARTIN ST, Flint MI, 48503",-83.647709,43.00504,"2016 gilmartin st, flint, mi 48503, usa"
"546","LG05672","1/28/2016","Lead","9","Copper","170","1411","CALUMET","FLINT","48503",9,170,"1411 CALUMET, Flint MI, 48503",-83.670283,43.016271,"1411 calumet st, flint, mi 48503, usa"
"547","LG05687","1/28/2016","Lead","9","Copper","220","1914","WEST STEWART AVE","FLINT","48504",9,220,"1914 WEST STEWART AVE, Flint MI, 48504",-83.726911,43.0541399,"1914 w stewart ave, flint, mi 48504, usa"
"548","LG05764","1/28/2016","Lead","9","Copper","50","2701","BEGOLE ST","FLINT","48504",9,50,"2701 BEGOLE ST, Flint MI, 48504",-83.722988,43.031492,"2701 begole st, flint, mi 48504, usa"
"549","LG06035","1/29/2016","Lead","9","Copper","0","","CRANBERRY ESTATES LOT #3","FLINT","48506",9,0," CRANBERRY ESTATES LOT #3, Flint MI, 48506",NA,NA,NA
"550","LG06071","1/29/2016","Lead","9","Copper","0","310","E GENESEE STREET","FLINT","48505",9,0,"310 E GENESEE STREET, Flint MI, 48505",-83.70074,43.042952,"310 e genesee st, flint, mi 48505, usa"
"551","LF85286","9/29/2015","Lead","8","Copper","150","841","DICKINSON ST","FLINT","48504",8,150,"841 DICKINSON ST, Flint MI, 48504",-83.719397,43.014659,"841 dickinson st, flint, mi 48504, usa"
"552","LF86478","10/6/2015","Lead","8","Copper","1,110","1401","S DORT HWY #3","FLINT","48503",8,1110,"1401 S DORT HWY #3, Flint MI, 48503",-83.6507077,43.0145233,"1401 s dort hwy, flint, mi 48503, usa"
"553","LF86500","10/6/2015","Lead","8","Copper","70","","","","",8,70," , Flint MI, ",-83.6874562,43.0125274,"flint, mi, usa"
"554","LF87018","10/8/2015","Lead","8","Copper","60","839","W ALMA","FLINT","48505",8,60,"839 W ALMA, Flint MI, 48505",-83.717237,43.072744,"839 w alma ave, flint, mi 48505, usa"
"555","LF87034","10/8/2015","Lead","8","Copper","80","333","BEDE ST","FLINT","48507",8,80,"333 BEDE ST, Flint MI, 48507",-83.669997,42.982963,"333 bede st, flint, mi 48507, usa"
"556","LF87038","10/8/2015","Lead","8","Copper","70","3013","CHICAGO BLVD","FLINT","48503",8,70,"3013 CHICAGO BLVD, Flint MI, 48503",-83.727265,42.997069,"3013 chicago blvd, flint, mi 48503, usa"
"557","LF87928","10/16/2015","Lead","8","Copper","0","613","MORLEY AVE","FLINT","48503",8,0,"613 MORLEY AVE, Flint MI, 48503",-83.6862529,43.001847,"613 morley ave, flint, mi 48503, usa"
"558","LF88279","10/20/2015","Lead","8","Copper","360","2630","WESTWOOD PKY","FLINT","48503",8,360,"2630 WESTWOOD PKY, Flint MI, 48503",-83.720196,42.99718,"2630 westwood pkwy, flint, mi 48503, usa"
"559","LF88289","10/20/2015","Lead","8","Copper","0","2529","N CHEVROLET AVE","FLINT","48504",8,0,"2529 N CHEVROLET AVE, Flint MI, 48504",-83.716607,43.03972,"2529 n chevrolet ave, flint, mi 48504, usa"
"560","LF93566","11/24/2015","Lead","8","Copper","790","2630","PARKSIDE DR","FLINT","",8,790,"2630 PARKSIDE DR, Flint MI, ",-83.718761,42.996148,"2630 parkside dr, flint, mi 48503, usa"
"561","LF93576","11/24/2015","Lead","8","Copper","210","","","FLINT","48504",8,210," , Flint MI, 48504",-83.7517851,43.0528038,"flint, mi 48504, usa"
"562","LF93590","11/24/2015","Lead","8","Copper","0","3113","ARIZONA AVE","FLINT","48506",8,0,"3113 ARIZONA AVE, Flint MI, 48506",-83.649744,43.046612,"3113 arizona ave, flint, mi 48506, usa"
"563","LF94282","12/2/2015","Lead","8","Copper","0","620","LINCOLN","FLINT","58507",8,0,"620 LINCOLN, Flint MI, 58507",-83.684264,42.9911869,"620 lincoln ave, flint, mi 48507, usa"
"564","LF97328","12/18/2015","Lead","8","Copper","90","1201","ALVORD AVE","FLINT","48507",8,90,"1201 ALVORD AVE, Flint MI, 48507",-83.6959378,42.9850639,"1201 alvord ave, flint, mi 48507, usa"
"565","LF97331","12/18/2015","Lead","8","Copper","0","2830","EPSILON TRAIL","FLINT","",8,0,"2830 EPSILON TRAIL, Flint MI, ",-83.653467,43.05904,"2830 epsilon trail, flint, mi 48506, usa"
"566","LF97347","12/18/2015","Lead","8","Copper","150","119","GRACE ST","FLINT","48503",8,150,"119 GRACE ST, Flint MI, 48503",-83.7052609,43.032312,"119 grace st, flint, mi 48503, usa"
"567","LF97923","12/29/2015","Lead","8","Copper","130","1201","N GRAND TRAVERSE","FLINT","48503",8,130,"1201 N GRAND TRAVERSE, Flint MI, 48503",-83.705607,43.023824,"1201 n grand traverse st, flint, mi 48503, usa"
"568","LF97970","12/29/2015","Lead","8","Copper","160","2610","ML KING AVE","FLINT","48505",8,160,"2610 ML KING AVE, Flint MI, 48505",-83.70411,43.040496,"2610 martin luther king ave, flint, mi 48505, usa"
"569","LF97971","12/29/2015","Lead","8","Copper","230","2610","ML KING AVE","FLINT","",8,230,"2610 ML KING AVE, Flint MI, ",-83.70411,43.040496,"2610 martin luther king ave, flint, mi 48505, usa"
"570","LF99141","1/7/2016","Lead","8","Copper","80","616","E ATHERTON","FLINT","",8,80,"616 E ATHERTON, Flint MI, ",-83.66273,42.988749,"616 e atherton rd, flint, mi 48507, usa"
"571","LF99917","1/15/2016","Lead","8","Copper","210","1902","FOREST HILL","","",8,210,"1902 FOREST HILL, Flint MI, ",-83.720089,43.033343,"1902 forest hill ave, flint, mi 48504, usa"
"572","LG00464","1/19/2016","Lead","8","Copper","90","3021","WESTWOOD PARKWAY","FLINT","48503",8,90,"3021 WESTWOOD PARKWAY, Flint MI, 48503",-83.723937,42.992281,"3021 westwood pkwy, flint, mi 48503, usa"
"573","LG00924","1/20/2016","Lead","8","Copper","0","701","W HAMILTON","FLINT","48504",8,0,"701 W HAMILTON, Flint MI, 48504",-83.713462,43.035713,"701 w hamilton ave, flint, mi 48504, usa"
"574","LG00946","1/20/2016","Lead","8","Copper","140","2601","BROWNELL BLVD","FLINT","48504",8,140,"2601 BROWNELL BLVD, Flint MI, 48504",-83.727834,43.0397109,"2601 brownell blvd, flint, mi 48504, usa"
"575","LG01225","1/21/2016","Lead","8","Copper","110","4002","GREENBROOK LANE","FLINT","48507",8,110,"4002 GREENBROOK LANE, Flint MI, 48507",-83.7079448,42.9867738,"4002 greenbrook ln, flint, mi 48507, usa"
"576","LG01286","1/21/2016","Lead","8","Copper","140","2714","STEVENSON ST","FLINT","48504",8,140,"2714 STEVENSON ST, Flint MI, 48504",-83.7254773,43.0263069,"2714 stevenson st, flint, mi 48504, usa"
"577","LG01323","1/21/2016","Lead","8","Copper","120","1305","CAMPBELL","FLINT","",8,120,"1305 CAMPBELL, Flint MI, ",-83.6975912,42.9875765,"1305 campbell st, flint, mi 48507, usa"
"578","LG01444","1/21/2016","Lead","8","Copper","70","502","DOUGHERTY PL","FLINT","48504",8,70,"502 DOUGHERTY PL, Flint MI, 48504",-83.721939,43.017449,"502 dougherty pl, flint, mi 48504, usa"
"579","LG01547","1/21/2016","Lead","8","Copper","80","2314","MOUNTAIN AVE","FLINT","48503",8,80,"2314 MOUNTAIN AVE, Flint MI, 48503",-83.659203,43.018891,"2314 mountain ave, flint, mi 48503, usa"
"580","LG01603","1/21/2016","Lead","8","Copper","60","416","MARQUETTE ST","FLINT","48504",8,60,"416 MARQUETTE ST, Flint MI, 48504",-83.726097,43.017802,"416 marquette st, flint, mi 48504, usa"
"581","LG01725","1/21/2016","Lead","8","Copper","190","120","EAST MARENGO AVE","FLINT","48505",8,190,"120 EAST MARENGO AVE, Flint MI, 48505",-83.703749,43.059215,"120 e marengo ave, flint, mi 48505, usa"
"582","LG01762","1/21/2016","Lead","8","Copper","70","3422","BROWN ST","FLINT","48503",8,70,"3422 BROWN ST, Flint MI, 48503",-83.732189,43.001009,"3422 brown st, flint, mi 48503, usa"
"583","LG01965","1/21/2016","Lead","8","Copper","110","1014","WOODSIDE DR","FLINT","48503",8,110,"1014 WOODSIDE DR, Flint MI, 48503",-83.671462,43.016822,"1014 woodside dr, flint, mi 48503, usa"
"584","LG02040","1/21/2016","Lead","8","Copper","90","2702","HILLCREST AVE","FLINT","48507",8,90,"2702 HILLCREST AVE, Flint MI, 48507",-83.662367,42.997631,"2702 hillcrest ave, flint, mi 48507, usa"
"585","LG02047","1/21/2016","Lead","8","Copper","170","1417","NEUBERT AVE","FLINT","48507-1528",8,170,"1417 NEUBERT AVE, Flint MI, 48507-1528",-83.699583,42.991681,"1417 neubert ave, flint, mi 48507, usa"
"586","LG02102","1/21/2016","Lead","8","Copper","70","3214","A AVERILL AVE","FLINT","48506",8,70,"3214 A AVERILL AVE, Flint MI, 48506",-83.64484,43.043997,"3214 n averill ave, flint, mi 48506, usa"
"587","LG02134","1/21/2016","Lead","8","Copper","0","2213","CORUNNA RD","FLINT","48503",8,0,"2213 CORUNNA RD, Flint MI, 48503",-83.715087,43.004681,"2213 corunna rd, flint, mi 48503, usa"
"588","LG02160","1/21/2016","Lead","8","Copper","60","814","ALVORZ AVE","FLINT","48507",8,60,"814 ALVORZ AVE, Flint MI, 48507",-83.688641,42.986025,"814 alvord ave, flint, mi 48507, usa"
"589","LG02319","1/22/2016","Lead","8","Copper","80","1632","MASON ST","FLINT","48503",8,80,"1632 MASON ST, Flint MI, 48503",-83.706648,43.030029,"1632 mason st, flint, mi 48503, usa"
"590","LG02355","1/22/2016","Lead","8","Copper","100","4414","CLOVERLAWN","FLINT","48504",8,100,"4414 CLOVERLAWN, Flint MI, 48504",-83.7273,43.0557329,"4414 cloverlawn dr, flint, mi 48504, usa"
"591","LG02392","1/22/2016","Lead","8","Copper","0","2719","EATON PLACE","FLINT","48506",8,0,"2719 EATON PLACE, Flint MI, 48506",-83.6559474,43.0629281,"2719 eaton pl, flint, mi 48506, usa"
"592","LG02559","1/22/2016","Lead","8","Copper","0","3232","BENNETT","FLINT","48506",8,0,"3232 BENNETT, Flint MI, 48506",-83.646214,43.035648,"3232 bennett ave, flint, mi 48506, usa"
"593","LG02693","1/23/2016","Lead","8","Copper","60","3527","WYOMING AVE","FLINT","48506",8,60,"3527 WYOMING AVE, Flint MI, 48506",-83.642098,43.045839,"3527 wyoming ave, flint, mi 48506, usa"
"594","LG02705","1/23/2016","Lead","8","Copper","60","1630","WYOMING AVE","FLINT","48506",8,60,"1630 WYOMING AVE, Flint MI, 48506",-83.669533,43.0451059,"1630 wyoming ave, flint, mi 48506, usa"
"595","LG02749","1/23/2016","Lead","8","Copper","0","2402","BARTH ST","FLINT","48505",8,0,"2402 BARTH ST, Flint MI, 48505",-83.7201141,43.0277765,"2402 barth st, flint, mi 48504, usa"
"596","LG02918","1/23/2016","Lead","8","Copper","0","3402","WHITTNEY AVE","FLINT","48503",8,0,"3402 WHITTNEY AVE, Flint MI, 48503",-83.7313886,43.0001299,"3402 whitney ave, flint, mi 48503, usa"
"597","LG03003","1/24/2016","Lead","8","Copper","80","1929","MILLER RD","FLINT","48503",8,80,"1929 MILLER RD, Flint MI, 48503",-83.710256,43.002175,"1929 miller rd, flint, mi 48503, usa"
"598","LG03025","1/24/2016","Lead","8","Copper","100","3762","SHERWOOD RD","FLINT","48503",8,100,"3762 SHERWOOD RD, Flint MI, 48503",-83.7312898,43.0137971,"3762 sherwood dr, flint, mi 48503, usa"
"599","LG03040","1/24/2016","Lead","8","Copper","0","1126","INGLESIDE AVE","FLINT","48507",8,0,"1126 INGLESIDE AVE, Flint MI, 48507",-83.6953922,42.983794,"1126 ingleside ave, flint, mi 48507, usa"
"600","LG03455","1/25/2016","Lead","8","Copper","120","720","PETTIBONE AVE","FLINT","48507",8,120,"720 PETTIBONE AVE, Flint MI, 48507",-83.686677,42.990426,"720 pettibone ave, flint, mi 48507, usa"
"601","LG03459","1/25/2016","Lead","8","Copper","0","1109","NUEBERT ST","FLINT","48507",8,0,"1109 NUEBERT ST, Flint MI, 48507",-83.69505,42.991713,"1109 neubert ave, flint, mi 48507, usa"
"602","LG03479","1/25/2016","Lead","8","Copper","0","2017","SLOAN STREET","FLINT","48504",8,0,"2017 SLOAN STREET, Flint MI, 48504",-83.716759,43.020808,"2017 sloan st, flint, mi 48504, usa"
"603","LG03512","1/25/2016","Lead","8","Copper","110","919","W HAMILTON AVE","FLINT","48504",8,110,"919 W HAMILTON AVE, Flint MI, 48504",-83.717065,43.035665,"919 w hamilton ave, flint, mi 48504, usa"
"604","LG03557","1/25/2016","Lead","8","Copper","100","2307","RADCLIFFE AVE","FLINT","48503",8,100,"2307 RADCLIFFE AVE, Flint MI, 48503",-83.713614,42.999507,"2307 radcliffe ave, flint, mi 48503, usa"
"605","LG03568","1/25/2016","Lead","8","Copper","0","813","E WELLINGTON AVE","FLINT","48503",8,0,"813 E WELLINGTON AVE, Flint MI, 48503",-83.674672,43.011969,"813 e wellington ave, flint, mi 48503, usa"
"606","LG03675","1/25/2016","Lead","8","Copper","0","2002","MOUNTAIN AVE","FLINT","48503",8,0,"2002 MOUNTAIN AVE, Flint MI, 48503",-83.663153,43.019058,"2002 mountain ave, flint, mi 48503, usa"
"607","LG03786","1/25/2016","Lead","8","Copper","90","4021","MILBOURNE AVE","FLINT","48504",8,90,"4021 MILBOURNE AVE, Flint MI, 48504",-83.717729,43.051303,"4021 milbourne ave, flint, mi 48504, usa"
"608","LG03787","1/25/2016","Lead","8","Copper","100","3301","STARKWEATHER ST","FLINT","48506",8,100,"3301 STARKWEATHER ST, Flint MI, 48506",-83.6436839,43.044972,"3301 starkweather st, flint, mi 48506, usa"
"609","LG04118","1/26/2016","Lead","8","Copper","120","4705","CRESTBROOK LANE","FLINT","48507",8,120,"4705 CRESTBROOK LANE, Flint MI, 48507",-83.7074223,42.9821842,"4705 crestbrook ln, flint, mi 48507, usa"
"610","LG04262","1/26/2016","Lead","8","Copper","110","3402","DEARHORN AVE","FLINT","48507",8,110,"3402 DEARHORN AVE, Flint MI, 48507",-83.660437,42.992341,"3402 dearborn ave, flint, mi 48507, usa"
"611","LG04337","1/26/2016","Lead","8","Copper","320","2509","E. SECOND STREET","FLINT","48503",8,320,"2509 E. SECOND STREET, Flint MI, 48503",-83.657821,43.022287,"2509 e 2nd st, flint, mi 48503, usa"
"612","LG04476","1/26/2016","Lead","8","Copper","0","802","FRANK ST","FLINT","48504",8,0,"802 FRANK ST, Flint MI, 48504",-83.718716,43.013432,"802 frank st, flint, mi 48504, usa"
"613","LG04477","1/26/2016","Lead","8","Copper","0","3016","GREENLEY ST","FLINT","48503",8,0,"3016 GREENLEY ST, Flint MI, 48503",-83.6799162,42.9955597,"3016 greenley st, flint, mi 48503, usa"
"614","LG04485","1/26/2016","Lead","8","Copper","0","3735","MARYLAND","FLINT","48506",8,0,"3735 MARYLAND, Flint MI, 48506",-83.6387869,43.040999,"3735 maryland ave, flint, mi 48506, usa"
"615","LG04507","1/26/2016","Lead","8","Copper","70","1006","S FRANKLIN AVE","FLINT","48503",8,70,"1006 S FRANKLIN AVE, Flint MI, 48503",-83.665394,43.016985,"1006 s franklin ave, flint, mi 48503, usa"
"616","LG04772","1/27/2016","Lead","8","Copper","0","1305","BLANCHARD AVE","FLINT","48503",8,0,"1305 BLANCHARD AVE, Flint MI, 48503",-83.667017,43.014451,"1305 blanchard ave, flint, mi 48503, usa"
